"","description","color","variety","country","id"
"38953","Warm and ripe, this has yellow fruits that contrast with the freshness of crisp apples. There is a light touch of minerality, although the essence of the wine is its fruitiness.","White","Chardonnay","France",38953
"63160","This young, fruity wine from Vignobles Lesgourgues has great potential. Along with its bright red and blackberry fruits, it has succulent acidity and touches of wood aging that have smoothed the fruity character. It needs to age longer, so keep until 2018.","Red","Bordeaux-style Red Blend","France",63160
"105884","A blend of top sites Celilo and Conner Lee, this appealing wine displays aromas of candy corn, corn silk and chamomile. The stone-fruit flavors are elegantly styled, showing a sense of restraint and balance that carries through the lingering finish.","White","Chardonnay","US",105884
"56001","Peach, melon and mineral waft from the nose, followed by melon and grapefruit flavors. The finish is surprisingly tropical, a mix of bananas and coconut. Starts off better than it finishes, leading one to believe that if served quickly and chilled it will do well with seafood and appetizers.","White","Sauvignon Blanc","Chile",56001
"96672","Syrah makes up more than half of this blend that also includes Zinfandel, Cabernet Sauvignon, Petite Sirah and Malbec. The combination is medium-bodied and mixed, with baked bread and tart cranberry competing for attention. Bay leaf and dried herb also play roles, before the whole finishes light.","Red","Red Blend","US",96672
"46794","A soft but spicy nose starts this flavorful sip from Thorntree. Open, fresh and friendly on the palate, the wine has a simple but elegant character. Pair with poultry, grilled seafood or enjoy every day on its own.","White","Chardonnay","South Africa",46794
"98744","While still closed on the nose, this has hints of green and yellow pear that shine through. A slender but very appetizing juiciness on the palate is light but full of freshness and flavor. Yeast, aloe vera and herbal spice add even more pleasure. It's a gorgeous, refreshing wine from a challenging vintage.","White","Grüner Veltliner","Austria",98744
"18116","Generous notes of ripe, juicy pear lead on nose and palate of this wine. An earthy, slightly bitter edge lends definition and texture but undereath it all lies the purity of fresh-cut Conference pear and lemon. This wine is bone-dry and lip-smackingly refreshing.","White","Pinot Gris","France",18116
"68167","From a Freestone-based vineyard, this wine offers an earthy funkiness on the nose, veering into forest floor, that then evolves into dark cherry and vanilla. A deep imprint of oak is felt on the palate, along with a tart rhubarb-like finish accented by a touch of black pepper.","Red","Pinot Noir","US",68167
"90560","Aromas of plum, black currant and blackberry are heightened by dried cranberry, with hints of bell pepper and white pepper. Firm tannins on the palate are balanced by the acidity, with brambly flavors of blackberry and plenty of pepper. The tannins linger through the finish, with note of white pepper and bramble.","Red","Cabernet Franc","US",90560
"1717","Could almost be Zinfandel, it's so spicy and briary, with wild berry, red currant and tobacco flavors. But it's lighter in body, with the silky texture of Pinot Noir, and drier than any Zin could be. A lovely, complex and food-friendly wine.","Red","Grenache","US",1717
"37928","Although it's just a guess, it seems clear that Snoqualmie was the loser in 2004, when so many small wineries were helped out by Chateau Ste. Michelle, which provided them grapes during a bad freeze year. Snoqualmie probably should not have made a reserve under the circumstances, as this falls well short of recent efforts. It's a light and simple wine, with thin candy cherry flavors and herbal streaks.","Red","Merlot","US",37928
"54053","This clonal selection shows powerful aromas of cinnamon, mace, sandalwood and plump boysenberry on the attention-grabbing nose. There is a refreshing black-plum-skin tartness to the sip, which is decorated with potpourri, sagebrush, bay leaf and eucalyptus flavors. The mouthfeel is soft, yet zesty acidity and firm structure hold it all together.","Red","Pinot Noir","US",54053
"48222","A little soft and heavy on the nose, which conveys a sense of overripeness. In the mouth, it's not overly heavy but it is sort of chunky as flavors of apple and citrus brush up against mealy but then draw back to a fresher place. Finishes mild, with only a modicum of acidity. Drink soon for best results.","White","Sauvignon Blanc","Chile",48222
"42181","Espresso, roasted coffee bean, plum and toasted oak aromas lead the nose. The dense palate doles out crushed dark cherry, espresso, mocha and roasted sage alongside youthfully aggressive and very astringent tannins. Give this time to unwind. Drink 2020–2040.","Red","Nebbiolo","Italy",42181
"17813","This Barbera is soft, sweet and simple. It shows the rich tannins of the variety, but isn't ageworthy. Tastes like melted blackberry jam mixed with anise, black pepper and smoke.","Red","Barbera","US",17813
"81547","A pretty Sangiovese, gentle and easy to drink now. With crisp acidity, it has flavors of sour cherry candy, tobacco, red licorice and peppery spices.","Red","Sangiovese","US",81547
"8181","Now just approaching maturity, this floral, aromatic wine is superb. Very dry, very crisp and with delicious lemon and green-apple freshness, the wine also has a strongly mineral character that comes from the chalk soil of the Côte des Blancs. The wine is just ready, although it will age further.","White","Chardonnay","France",8181
"34880","Soft and rounded, this rich wine brings out the smoother side of Sauvignon Blanc. With its apple and pear flavors, it has ripeness that is cut by lime acidity. Drink this wine from 2017.","White","Sauvignon Blanc","France",34880
"29286","Blaufränkisch, also known as Lemberger, has found a happy home in the Finger Lakes, and this example from winemaker Nancy Irelan is striking. Tart Morello cherry is accented by cool swathes of fresh herbs and a touch of smoked nuts. It's concentrated and robust, yet elegantly composed. Soft tannins trace a moderately long finish.","Red","Blaufränkisch","US",29286
"93820","This is pure, superripe Sangiovese, and it bears fruit flavors of strawberry preserves and cherry pie, plus a dash of dark chocolate and accents of mint and vanilla. It's big and a bit blocky, but it's loaded with fruit.","Red","Sangiovese","US",93820
"96222","Aromas of charcuterie, smoke and grilled herb lead the nose. On the simple palate, a note of white pepper accents a red-berry core. It's easy drinking, with fresh acidity and soft tannins.","Red","Red Blend","Italy",96222
"72683","An arresting blend of Cabernet Sauvignon (62%), Merlot (27%) and Cabernet Franc, it displays purity with its herb, bay leaf, earth and cherry flavors. The exquisite balance is where this wine really shines, winning over on its elegance, detail and length rather than power. It shows first-class fruit and exceptional winemaking.","Red","Bordeaux-style Red Blend","US",72683
"95849","Fleshy pear and applesauce aromas are dusty but not substantive. The palate feels grabby and cidery, with lemony acidity. Odd flavors of stale passion fruit and grapefruit finish yeasty and broken.","White","Albariño","Spain",95849
"70758","A blend of Sangiovese and 10% Ciliegiolo, this wine has a fruit and spice aroma of crushed red berries, white pepper and clove with a whiff of coffee. The tightly woven palate delivers black cherry, black raspberry, chocolate, mocha and black pepper alongside assertive, tongue-drying tannins.","Red","Red Blend","Italy",70758
"88824","Boysenberry, cracked rainbow peppercorns and dried rose petals show on the nose of this bottling, which plays to the lighter side of the grape. It's tart and brisk once sipped, with cranberry and pomegranate fruit given more complexity by a touch of wild fennel.","Red","Cabernet Franc","US",88824
